;respno;country;country_r5list;countrybyregion;urbrur;region;locationlevel1;locationlevel2;locationlevel3;locationlevel4;locationlevel5;townvill;eanumb;eanumb_ab;uniqueea;ea_svc_a;ea_svc_b;ea_svc_c;ea_svc_d;ea_fac_a;ea_fac_b;ea_fac_c;ea_fac_d;ea_fac_e;ea_fac_f;ea_fac_g;ea_sec_a;ea_sec_b;ea_sec_c;ea_sec_d;ea_sec_e;ea_road_a;ea_road_b;nocall_1;nocall_1other;nocall_2;nocall_2other;nocall_3;nocall_3other;nocall_4;nocall_4other;nocall_5;nocall_5other;nocall_6;nocall_7;prevint;thisint;adult_ct;calls;dateintr;strtime;q1;q2;q2other;q3;q4a;q4b;q5;q6;q7;q8a;q8b;q8c;q8d;q8e;q8f;q9;q10a;q10b;q11a;q11b;q12a;q12b;q12c;q12d;q12e;q13;q14;q15a;q15b;q15c;q16;q17;q18;q19a;q19b;q20a;q20b;q21;q22;q23a;q23b;q23c;q23d;q24a;q24b;q24c;q24d;q24e;q24f;q25a;q25b;q26a;q26b;q26c;q26d;q26e;q26f;q27a;q27b;q27c;q27d;q27e;q28a;q28b;q28c;q28d_arb;q29a;q29b;q29c;q29d;q29e;q29f;q29g;q30;q31;q32;q33;q34;q35;q36;q37;q38;q39;q39_arb_a;q39_arb_b;q39_arb_c;q39_arb_d;q40;q41;q42a;q42b;q42c;q43;q44;q45a;q45b;q45c;q45d;q45e;q46;q47a;q47b;q48a;q48b;q48c;q48d;q48e;q48f;q49;q50;q51a;q51b;q51c;q51d;q52a;q52b;q52c;q52d;q52e;q52f;q52g;q52h;q52i;q52j;q52k;q52l;q53a;q53b;q53c;q53d;q53e;q53f;q53g;q53h;q53i;q53j;q54;q55a;q55b;q55c;q55d;q55e;q55f;q55g;q55h;q55i;q55j;q55k;q55l;q56;q57a;q57b;q58;q58other;q59a;q59b;q60pt1;q60pt1other;q60pt2;q60pt2other;q60pt3;q60pt3other;q61a;q61b;q62;q63a;q63b;q63c;q63d;q64;q65a;q65b;q65c;q66a;q66b;q66c;q66d;q66e;q66f;q66g;q66h;q66i;q66j;q66k;q66l;q66m;q67a;q67b;q68a;q68b;q68c;q68d;q69a;q69b;q69c;q70a;q70b;q71a;q71b;q71bother;q72;q73a;q73b;q73c;q73d;q73e;q74a;q74aother;q74b;q74bother;q75a;q75b;q76;q77;q78;q79a;q79b;q80a;q80aother;q80b;q81a;q81b;q81c;q81d;q81e;q87;q87other;q88a;q88b;q89a;q89b;q89c;q89d;q89e;q90a;q90b;q90bother;q91a;q91b;q91c;q91d;q92a;q92b;q93a;q93b;q94;q95;q96a;q96b;q97;q98a;q98aother;q98b;q99;q99other;q100;endtime;length;q101;q102;q102other;q103;q103other;q104;q105;q106;q107a;q107b;q107c;q107d;q107e;q108;q110a;q110b;q110c;q110d;q110e;q110f;q112;q113;q114;q115;q116;q116other;q116a1;q116a1_other;q117;withinwt;combinwt;r1only;r2only;r3only;r4only;r5only;westafricaonly;eastafricaonly;southernafricaonly;northafricaonly;centralafricaonly;geoname_id;precision_code;place_name;latitude;longitude;location_type_code;geoname_adm_code;geoname_adm_name;location_class;geographic_exactness
47618;TUN0882;33;32;4;1;1595;Kairouan Nord;;;;;Al Aghalba;21;111;1236984;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;0;1;;3;;9997;;9997;;9997;;9997;9997;1;2;5;1;4-May-15;6:25:00 PM;31;5;;1;2;2;4;2;4;0;0;0;0;0;7;0;1;0;1;0;4;4;4;4;4;2;1;3;4;3;3;1;3;0;2;3;2;1;4;1;1;1;1;0;0;0;0;2;0;1;2;3;1;3;1;3;2;1;3;0;0;0;2;1;2;99;1;Freedom of expression;Equality;The good living;1;6;5;3;3;1;2;1;1;1;1;4;1;99;99;99;99;2;3;4;5;5;1;1;2;1;1;2;1;2;2;1;2;0;1;2;3;1;3;2;0;2;2;1;2;2;2;2;1;1;1;2;2;1;2;2;1;2;1;1;1;1;1;0;0;2;2;7;7;3;0;2;0;7;7;3;0;7;7;7;7;7;11;;1;1;14;;20;;23;;2;0;3;1;1;1;1;4;1;2;1;2;2;2;1;2;2;2;2;3;3;2;2;4;2;1;99;99;99;99;1;0;1;3;3;4;2;;0;7;7;7;7;7;11;;2;;2;3;1;4;2;1;1;1582;Japan;3;3;2;1;5;4;99;;99;99;3;3;3;3;3;1;1584;;1;1;1;1;4;4;1;1;5;3;11;4;9;18;;1;1584;;1;7:20:00 PM;55;2;4;;5;;1;8;4;0;0;0;0;0;0;1;1;1;1;1;1;TUN06;24;1;2;5;;48;;5;.92584956;.93000001;0;0;0;0;1;0;0;0;1;0;11106863;3;Kairouan Nord;35.751862;10.09236;ADM2;6295630|6255146|TN|03|11106863;Earth|Africa|Tunisia|Gouvernorat de Kairouan|Kairouan Nord;1;1
47619;TUN0883;33;32;4;1;1595;Kairouan Nord;;;;;Al Aghalba;21;111;1236984;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;0;1;;9997;;9997;;9997;;9997;;9997;9997;2;1;2;1;4-May-15;6:30:00 PM;46;5;;2;1;2;3;3;4;0;0;0;1;2;2;0;3;4;0;0;4;4;0;4;4;2;2;4;4;4;4;4;4;0;0;1;2;1;3;1;0;0;0;0;0;0;0;2;0;2;1;3;2;3;3;3;2;1;2;1;0;2;1;1;1;99;1;Freedom in general/General freedom;Choose beji kaid sebsi;People governing themselves;1;12;2;3;2;1;2;2;2;1;4;2;1;99;99;99;99;2;3;5;5;5;2;1;3;2;2;1;1;3;3;3;1;0;1;2;3;1;3;2;0;2;2;0;1;1;2;2;1;1;0;0;2;1;2;1;1;1;2;1;2;2;2;0;1;3;2;7;7;2;0;1;0;7;7;7;7;3;0;7;7;7;6;;3;3;23;;1;;9996;;2;0;4;1;1;1;1;1;4;1;5;2;1;2;1;1;1;3;2;2;3;2;2;3;2;1;99;99;99;99;1;0;1;3;2;4;2;;3;1;0;0;0;2;16;;2;;2;2;4;4;3;1;1;2;;1;2;4;4;3;2;99;;99;99;4;4;1;1;4;1;1581;;1;1;0;1;4;4;3;1;2;3;11;4;6;18;;6;1587;;1;7:20:00 PM;50;1;4;;5;;1;8;1;0;0;0;0;0;0;1;1;1;1;1;1;TUN25;29;2;2;5;;48;;8;.92584956;.93000001;0;0;0;0;1;0;0;0;1;0;11106863;3;Kairouan Nord;35.751862;10.09236;ADM2;6295630|6255146|TN|03|11106863;Earth|Africa|Tunisia|Gouvernorat de Kairouan|Kairouan Nord;1;1
47620;TUN0884;33;32;4;1;1595;Kairouan Nord;;;;;Al Aghalba;21;111;1236984;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;0;6;;3;;3;;9997;;9997;;9997;9997;1;2;2;1;4-May-15;6:25:00 PM;40;5;;2;2;3;2;4;4;0;0;0;0;0;7;5;2;2;0;0;0;4;0;0;0;1;0;4;4;4;2;3;4;0;0;1;1;2;2;0;0;0;0;0;0;0;0;0;0;7;7;3;1;2;2;3;1;1;1;1;0;0;4;1;1;99;1;Freedom of expression;Live in safe;Justice;1;4;6;3;3;1;2;1;2;3;1;4;1;99;99;99;99;2;2;4;5;5;1;4;2;2;9;0;9;3;3;3;3;0;3;1;3;0;2;2;0;3;1;0;2;1;1;2;2;2;1;3;3;2;2;2;1;1;1;1;1;2;2;1;9;3;4;2;0;2;0;1;0;7;7;7;7;7;7;7;7;7;7;;1;1;20;;3;;23;;1;0;4;1;1;1;1;2;4;3;4;3;2;2;2;2;2;1;1;2;1;2;2;2;1;1;99;99;99;99;1;1;3;1;4;4;1;;0;7;7;7;7;7;19;People are afraid of the other person;16;;2;2;4;4;4;1;9;1;;3;3;2;5;4;9;99;;99;99;3;3;3;3;3;0;9997;;0;1;0;1;4;0;1;1;5;3;7;1;3;18;;6;9997;;99;7:09:00 PM;44;2;4;;5;;1;8;1;0;0;0;0;0;0;1;1;1;1;1;1;TUN09;30;1;2;5;;48;;6;.92584956;.93000001;0;0;0;0;1;0;0;0;1;0;11106863;3;Kairouan Nord;35.751862;10.09236;ADM2;6295630|6255146|TN|03|11106863;Earth|Africa|Tunisia|Gouvernorat de Kairouan|Kairouan Nord;1;1
47621;TUN0885;33;32;4;1;1595;Kairouan Nord;;;;;Al Aghalba;21;111;1236984;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;0;3;;3;;3;;6;;9997;;9997;9997;2;1;2;1;4-May-15;7:14:00 PM;47;5;;2;2;2;3;2;4;0;0;0;0;2;3;0;2;2;0;0;4;4;3;3;3;2;1;4;4;4;2;1;1;0;0;3;3;1;4;0;0;1;0;0;0;2;0;3;0;2;1;3;1;2;1;3;1;1;1;1;2;3;1;1;1;99;1;Governance for the majority;Respect for minority;Equality under the law;1;10;6;3;3;1;1;1;1;1;1;4;1;99;99;99;99;2;3;5;5;5;1;1;2;1;9;0;0;1;3;3;3;0;1;2;3;0;2;2;0;3;2;0;2;1;3;2;2;2;1;2;3;2;2;2;1;1;1;1;3;1;1;1;1;1;3;1;0;2;0;1;0;7;7;7;7;7;7;7;7;7;3;;0;0;3;;1;;23;;3;1;4;1;1;1;2;5;1;5;4;2;2;3;3;2;2;2;2;1;2;2;1;3;1;1;99;99;99;99;1;1;1;1;4;4;2;;1;0;0;0;0;0;9;;14;;2;3;4;4;4;0;1;8;Germany;3;3;3;5;5;3;99;;99;99;3;3;1;3;3;1;1581;;1;1;1;1;4;3;1;1;5;2;11;4;7;18;;4;1581;;1;7:55:00 PM;41;1;4;;5;;1;8;1;0;0;0;0;0;0;1;1;1;1;1;1;TUN09;30;1;2;5;;48;;6;.92584956;.93000001;0;0;0;0;1;0;0;0;1;0;11106863;3;Kairouan Nord;35.751862;10.09236;ADM2;6295630|6255146|TN|03|11106863;Earth|Africa|Tunisia|Gouvernorat de Kairouan|Kairouan Nord;1;1
47622;TUN0886;33;32;4;1;1595;Kairouan Nord;;;;;Al Aghalba;21;111;1236984;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;0;3;;9997;;9997;;9997;;9997;;9997;9997;1;2;5;1;4-May-15;7:37:00 PM;50;5;;1;1;1;3;2;4;0;3;0;1;0;4;0;4;4;0;0;3;4;0;0;0;3;0;4;4;4;3;3;3;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;7;7;3;1;3;3;3;3;1;1;1;0;1;5;5;1;99;3;;;;9999;9996;9996;9;3;1;1;1;4;3;4;3;5;99;99;99;99;9;1;5;5;5;1;4;2;2;1;2;1;1;0;0;1;1;1;2;3;2;3;1;3;1;0;0;0;0;0;0;0;0;0;3;3;3;3;0;3;3;9;9;2;9;9;0;9;9;1;3;0;2;0;1;0;7;7;7;7;7;7;7;7;7;11;;0;1;3;;24;;23;;1;0;4;1;1;1;1;1;1;4;5;1;1;1;1;1;1;3;1;1;1;1;1;2;1;1;99;99;99;99;0;2;1;4;4;4;9995;the citizen should know his duties;0;7;7;7;7;7;14;;2;;2;2;4;3;4;9;9;3;;3;3;9;6;5;9;99;;99;99;1;1;1;1;1;0;9997;;0;1;0;1;3;0;3;1;2;0;2;1;0;18;;6;1585;;8;8:22:00 PM;45;2;4;;5;;1;8;4;1;0;0;0;0;2;1;1;1;1;1;1;TUN25;29;2;2;5;;48;;8;.92584956;.93000001;0;0;0;0;1;0;0;0;1;0;11106863;3;Kairouan Nord;35.751862;10.09236;ADM2;6295630|6255146|TN|03|11106863;Earth|Africa|Tunisia|Gouvernorat de Kairouan|Kairouan Nord;1;1
47623;TUN0887;33;32;4;1;1595;Kairouan Nord;;;;;Al Aghalba;21;111;1236984;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;0;1;;1;;1;;1;;3;;9997;9997;2;1;2;1;4-May-15;7:29:00 PM;45;5;;1;2;3;3;2;2;0;0;0;0;0;7;0;1;0;0;0;4;3;2;0;0;2;1;3;4;3;3;4;2;0;0;3;2;0;3;0;0;0;0;0;0;0;0;0;0;7;7;3;1;3;1;3;1;0;0;0;0;0;2;2;1;99;1;Freedom of expression;Justice;Respect law;1;6;8;3;3;1;1;1;3;1;1;3;2;99;99;99;99;2;3;4;5;5;1;1;2;1;2;2;1;2;2;1;2;0;2;2;3;0;3;2;0;2;2;0;1;1;1;1;1;1;1;1;2;1;2;2;1;2;2;1;1;1;1;0;0;2;2;7;7;3;0;7;7;7;7;7;7;7;7;7;7;7;11;;1;0;2;;23;;20;;1;0;3;1;1;1;2;4;4;2;2;2;2;1;1;2;2;2;2;3;3;2;2;4;2;2;99;99;99;99;1;0;1;1;3;4;2;;0;7;7;7;7;7;16;;12;;3;3;2;4;2;1;1;3;;3;3;2;2;5;4;99;;99;99;3;3;2;3;3;0;9997;;1;1;1;1;4;0;1;1;5;2;5;1;4;18;;5;9999;;1;8:19:00 PM;50;1;4;;5;;1;8;2;0;0;0;0;0;0;1;1;1;1;1;1;TUN06;24;1;2;5;;48;;5;.92584956;.93000001;0;0;0;0;1;0;0;0;1;0;11106863;3;Kairouan Nord;35.751862;10.09236;ADM2;6295630|6255146|TN|03|11106863;Earth|Africa|Tunisia|Gouvernorat de Kairouan|Kairouan Nord;1;1
47624;TUN0888;33;32;4;1;1595;Kairouan Nord;;;;;Al Aghalba;21;111;1236984;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;0;1;;1;;6;;1;;3;;1;9997;1;2;2;1;4-May-15;7:26:00 PM;30;5;;1;1;4;4;1;4;0;0;0;0;0;7;0;3;0;0;0;3;3;0;0;0;2;2;4;4;4;3;1;4;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;7;7;3;1;3;3;3;3;0;1;1;0;0;1;1;1;99;1;Freedom;Independence;;1;9;9996;2;4;1;1;1;4;1;4;4;1;99;99;99;99;3;3;5;5;5;1;1;3;2;0;2;0;3;2;2;1;1;0;3;0;1;3;1;1;3;3;0;2;2;1;2;3;0;0;0;3;0;0;1;9;0;1;1;1;0;1;1;1;1;1;7;7;4;0;2;0;7;7;7;7;7;7;7;7;7;7;;0;0;24;;9996;;9996;;3;9;6;1;1;1;1;5;1;3;4;3;2;1;2;1;1;2;2;2;2;1;2;2;2;2;99;99;99;99;1;1;2;1;4;1;0;;0;7;7;7;7;7;17;;9996;;3;3;1;4;1;0;0;0;;1;2;4;4;3;4;99;;99;99;3;1;1;4;4;0;9997;;1;1;1;1;3;0;1;1;5;1;1;7;9;18;;4;1580;;99;8:02:00 PM;36;2;4;;5;;1;7;1;0;0;0;0;0;0;1;1;1;1;1;1;TUN26;24;2;2;5;;48;;8;.92584956;.93000001;0;0;0;0;1;0;0;0;1;0;11106863;3;Kairouan Nord;35.751862;10.09236;ADM2;6295630|6255146|TN|03|11106863;Earth|Africa|Tunisia|Gouvernorat de Kairouan|Kairouan Nord;1;1
47625;TUN0889;33;32;4;1;1595;Sbikha;;;;;Sbikha Centre;7;112;1248128;1;1;0;1;1;1;9;1;0;0;1;0;0;0;0;0;1;0;3;;3;;2;;9997;;9997;;9997;9997;2;1;3;1;4-May-15;10:40:00 AM;24;5;;1;1;4;4;2;4;0;0;0;0;3;1;0;4;4;0;0;0;0;0;3;4;2;1;2;4;4;1;4;4;0;1;1;1;0;2;1;0;0;0;0;0;0;0;9;0;7;7;3;1;3;3;3;3;1;1;1;0;0;5;5;5;99;1;Freedom in all the domains;;;1;9996;9996;3;1;1;1;1;4;4;5;1;1;99;99;99;99;3;0;5;5;5;1;1;3;1;1;3;0;1;2;0;0;0;0;3;0;3;2;2;1;2;3;1;1;1;1;1;1;1;2;0;1;1;9;1;1;1;1;2;3;1;1;9;1;3;1;7;7;2;0;7;7;7;7;7;7;2;0;7;7;7;9999;;1;1;3;;9996;;9996;;2;0;1;2;2;2;2;4;1;2;6;2;1;2;1;2;1;1;2;1;2;1;1;2;1;3;99;99;99;99;0;1;0;2;4;1;1;;0;7;7;7;7;7;9999;;9996;;3;3;4;1;2;0;0;1;;1;3;5;1;6;4;99;;99;99;1;1;1;1;5;0;9997;;1;1;1;1;4;4;1;1;4;1;7;2;4;18;;6;1580;;99;11:19:00 AM;39;1;4;;5;;1;8;1;0;0;0;0;0;0;1;2;1;1;2;2;TUN23;24;2;2;5;;48;;7;.92294496;.92000002;0;0;0;0;1;0;0;0;1;0;2473163;1;Sbikha;35.93325;10.02081;PPL;6295630|6255146|TN|03|2473163;Earth|Africa|Tunisia|Gouvernorat de Kairouan|Sbikha;2;1
47626;TUN0890;33;32;4;1;1595;Sbikha;;;;;Sbikha Centre;7;112;1248128;1;1;0;1;1;1;9;1;0;0;1;0;0;0;0;0;1;0;3;;3;;9997;;9997;;9997;;9997;9997;1;2;5;1;4-May-15;10:39:00 AM;40;5;;2;4;3;3;4;4;0;0;0;0;2;5;0;0;0;0;0;0;3;0;0;0;2;2;4;4;4;3;3;4;0;0;0;0;9;2;0;0;0;0;0;0;0;0;0;0;7;7;3;1;3;3;3;1;0;1;0;0;0;9;5;2;99;3;;;;9999;9996;9996;9;2;1;4;3;4;1;3;3;3;99;99;99;99;8;9;5;5;5;1;4;3;2;9;9;9;2;1;1;9;9;3;2;3;0;3;2;0;0;2;0;0;0;2;9;9;9;9;0;3;2;2;2;3;9;9;9;2;9;9;9;9;9;1;3;0;3;0;1;0;1;0;7;7;7;7;7;7;7;7;;0;0;24;;4;;3;;9;9;9;3;3;3;3;2;5;1;5;9;1;1;1;1;2;1;1;1;2;1;1;1;1;1;99;99;99;99;0;9;2;1;4;4;1;;0;7;7;7;7;7;1581;Avoiding problems;9996;;2;2;1;1;3;9;9;6;;3;9;9;9;9;9;99;;99;99;3;3;1;3;3;1;9998;;0;1;0;1;4;0;3;1;5;1;2;1;2;18;;6;9999;;99;11:16:00 AM;37;2;4;;5;;1;8;3;0;0;0;0;0;2;1;1;1;1;2;1;TUN07;24;1;2;5;;48;;7;.92294496;.92000002;0;0;0;0;1;0;0;0;1;0;2473163;1;Sbikha;35.93325;10.02081;PPL;6295630|6255146|TN|03|2473163;Earth|Africa|Tunisia|Gouvernorat de Kairouan|Sbikha;2;1
47627;TUN0891;33;32;4;1;1595;Sbikha;;;;;Sbikha Centre;7;112;1248128;1;1;0;1;1;1;9;1;0;0;1;0;0;0;0;0;1;0;3;;2;;3;;9997;;9997;;9997;9997;2;1;4;1;5-May-15;10:53:00 AM;43;5;;9;1;4;4;4;4;0;4;0;0;0;6;0;0;0;0;0;2;4;0;3;3;2;1;4;4;4;5;4;4;0;0;1;4;1;3;0;0;0;0;3;0;3;0;0;0;2;2;3;3;3;1;3;2;1;1;1;1;0;1;1;1;99;1;Doing duties;freedom in general;Citizen rights;12;1;1;3;2;1;4;3;2;1;1;4;1;99;99;99;99;3;3;5;5;5;1;1;2;3;1;0;0;2;1;2;2;0;0;2;0;1;3;1;3;2;2;0;2;2;2;2;0;0;0;0;3;2;2;2;1;1;2;2;2;2;1;1;1;1;1;1;0;2;0;1;0;7;7;7;7;7;7;7;7;7;7;;0;1;1;;9996;;9996;;3;0;4;1;1;1;1;4;1;4;1;3;2;2;2;2;3;2;2;2;2;2;2;3;2;2;99;99;99;99;0;3;3;3;4;1;2;;0;7;7;7;7;7;2;;9996;;3;3;4;1;2;0;2;1;;1;2;4;2;2;4;99;;99;99;3;3;1;1;1;0;9997;;1;1;0;1;4;3;1;1;5;2;11;4;8;18;;4;9998;;99;11:28:00 AM;35;1;4;;5;;1;8;3;0;0;0;0;0;1;2;2;2;2;2;2;TUN19;21;2;2;5;;48;;5;.92294496;.92000002;0;0;0;0;1;0;0;0;1;0;2473163;1;Sbikha;35.93325;10.02081;PPL;6295630|6255146|TN|03|2473163;Earth|Africa|Tunisia|Gouvernorat de Kairouan|Sbikha;2;1
47628;TUN0892;33;32;4;1;1595;Sbikha;;;;;Sbikha Centre;7;112;1248128;1;1;0;1;1;1;9;1;0;0;1;0;0;0;0;0;1;0;9997;;9997;;9997;;9997;;9997;;9997;9997;1;2;3;1;4-May-15;10:42:00 AM;56;5;;1;1;1;1;3;3;1;0;1;1;3;2;0;4;0;0;0;2;3;0;0;0;1;0;9;4;4;4;1;1;0;0;0;0;1;9;0;0;0;0;2;0;0;1;0;0;2;2;3;3;1;3;2;9;1;1;1;1;0;5;5;5;99;3;;;;9999;9996;9996;1;4;1;1;4;4;1;4;1;5;99;99;99;99;9;9;2;2;1;1;4;9;3;9;9;9;3;0;0;9;9;9;3;9;0;0;2;0;0;3;0;9;2;2;2;0;0;0;0;3;9;3;3;0;9;1;3;1;9;9;0;0;3;1;7;7;1;0;7;7;7;7;7;7;7;7;7;7;7;6;;0;0;3;;2;;9996;;1;0;9;1;1;1;3;3;1;3;1;3;1;1;1;1;3;4;3;1;3;1;1;3;1;1;99;99;99;99;0;0;0;4;1;1;0;;0;7;7;7;7;7;14;;17;;2;2;1;4;3;9;9;3;;1;9;9;5;4;9;99;;99;99;1;1;1;9;3;0;9997;;1;1;0;0;0;0;1;1;5;2;3;4;0;18;;6;9997;;8;11:32:00 AM;50;2;4;;5;;1;8;2;0;1;0;0;0;2;1;1;1;1;1;2;TUN24;20;1;2;5;;48;;7;.92294496;.92000002;0;0;0;0;1;0;0;0;1;0;2473163;1;Sbikha;35.93325;10.02081;PPL;6295630|6255146|TN|03|2473163;Earth|Africa|Tunisia|Gouvernorat de Kairouan|Sbikha;2;1
47629;TUN0893;33;32;4;1;1595;Sbikha;;;;;Sbikha Centre;7;112;1248128;1;1;0;1;1;1;9;1;0;0;1;0;0;0;0;0;1;0;3;;7;;9997;;9997;;9997;;9997;9997;2;1;7;1;4-May-15;11:50:00 AM;30;5;;1;1;1;1;3;3;1;0;4;1;4;2;0;0;0;0;0;4;4;3;0;0;2;2;4;4;4;4;1;1;0;0;0;0;2;2;0;0;0;0;3;0;0;0;0;0;2;1;3;1;3;3;3;3;0;0;0;1;3;1;1;1;99;3;;;;9999;9996;9996;1;3;1;4;1;4;1;1;4;1;99;99;99;99;1;1;5;5;5;4;1;2;2;2;2;2;2;1;0;0;0;3;0;2;0;3;9;0;3;3;0;3;2;3;9;0;1;2;3;3;9;2;2;0;1;1;3;9;0;0;9;1;1;1;7;7;4;0;1;0;7;7;7;7;7;7;7;7;7;7;;0;0;23;;9996;;9996;;4;0;1;1;1;1;1;4;1;4;1;3;1;2;1;1;3;2;3;3;1;3;1;3;1;1;99;99;99;99;3;0;3;3;4;1;0;;0;7;7;7;7;7;15;;14;;2;3;4;4;2;9;9;1;;3;3;4;5;5;9;99;;99;99;2;3;1;3;1;0;9997;;1;1;0;1;3;0;1;1;2;1;0;7;2;18;;1;9998;;95;12:37:00 PM;47;1;4;;5;;1;8;5;1;1;0;0;0;1;1;2;2;2;2;2;TUN24;20;1;2;5;;48;;7;.92294496;.92000002;0;0;0;0;1;0;0;0;1;0;2473163;1;Sbikha;35.93325;10.02081;PPL;6295630|6255146|TN|03|2473163;Earth|Africa|Tunisia|Gouvernorat de Kairouan|Sbikha;2;1
47630;TUN0894;33;32;4;1;1595;Sbikha;;;;;Sbikha Centre;7;112;1248128;1;1;0;1;1;1;9;1;0;0;1;0;0;0;0;0;1;0;9997;;9997;;9997;;9997;;9997;;9997;9997;1;2;2;1;4-May-15;11:48:00 AM;39;5;;1;2;2;4;2;4;0;0;0;0;1;7;0;0;1;0;0;0;4;0;0;0;2;1;4;2;4;3;3;4;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;7;7;3;2;3;3;3;3;1;1;1;0;0;1;1;1;99;1;Freedom of expression and expressing opinions;;;1;9996;9996;3;2;1;1;3;4;2;1;2;1;99;99;99;99;2;3;4;5;4;1;2;1;2;1;0;0;2;2;2;3;0;2;0;3;0;3;4;0;2;2;0;2;2;1;2;1;2;1;2;3;3;1;2;1;1;1;1;1;1;0;0;0;1;4;1;0;2;0;2;0;7;7;7;7;3;0;7;7;7;7;;0;1;3;;13;;5;;2;0;4;1;1;1;1;4;2;1;1;2;2;2;2;2;3;2;2;1;3;2;2;2;1;1;99;99;99;99;0;0;1;3;3;5;1;;-1;0;2;0;0;3;11;;9996;;3;2;4;4;2;1;1;2;;1;1;4;3;5;4;99;;99;99;1;3;1;1;3;0;9997;;0;1;0;1;4;0;1;1;5;0;6;2;0;18;;4;1580;;8;12:51:00 PM;63;2;4;;5;;1;8;3;0;0;0;0;0;1;2;2;2;2;2;2;TUN19;21;2;2;5;;48;;5;.92294496;.92000002;0;0;0;0;1;0;0;0;1;0;2473163;1;Sbikha;35.93325;10.02081;PPL;6295630|6255146|TN|03|2473163;Earth|Africa|Tunisia|Gouvernorat de Kairouan|Sbikha;2;1
47631;TUN0895;33;32;4;1;1595;Sbikha;;;;;Sbikha Centre;7;112;1248128;1;1;0;1;1;1;9;1;0;0;1;0;0;0;0;0;1;0;3;;3;;1;;1;;1;;1;9997;2;1;3;1;4-May-15;11:48:00 AM;50;5;;2;1;3;2;4;4;0;0;3;0;0;1;0;3;0;0;0;4;4;0;0;0;2;2;4;4;4;3;1;4;0;0;0;0;1;2;1;1;0;0;0;0;0;0;3;0;1;2;3;1;3;2;3;1;0;1;1;0;1;1;5;1;99;1;Freedom of expression;;;1;9996;9996;3;4;1;2;3;1;1;5;4;1;99;99;99;99;2;3;5;5;5;1;3;1;3;0;2;0;3;3;2;2;1;3;1;3;1;3;4;0;0;2;0;2;2;3;3;0;2;2;3;3;3;1;3;9;1;1;3;0;0;0;0;0;1;4;1;0;1;0;1;0;1;0;1;0;1;0;7;7;7;7;;1;1;3;;9995;the Environment;2;;2;9;0;1;1;1;1;4;3;4;1;3;1;1;1;1;3;3;3;1;2;3;3;3;1;1;99;99;99;99;2;2;2;1;4;4;2;;0;7;7;7;7;7;12;;2;;3;2;5;4;2;1;3;8;Germany;3;9;5;6;0;4;99;;99;99;1;3;1;3;3;0;9997;;0;1;1;1;4;0;1;1;5;1;3;2;2;18;;1;9999;;8;12:30:00 PM;42;1;4;;5;;1;8;4;0;0;0;0;0;0;1;1;1;1;1;1;TUN07;24;1;2;5;;48;;7;.92294496;.92000002;0;0;0;0;1;0;0;0;1;0;2473163;1;Sbikha;35.93325;10.02081;PPL;6295630|6255146|TN|03|2473163;Earth|Africa|Tunisia|Gouvernorat de Kairouan|Sbikha;2;1
47632;TUN0896;33;32;4;1;1595;Sbikha;;;;;Sbikha Centre;7;112;1248128;1;1;0;1;1;1;9;1;0;0;1;0;0;0;0;0;1;0;9997;;9997;;9997;;9997;;9997;;9997;9997;1;2;6;1;4-May-15;11:42:00 AM;20;5;;1;1;1;1;1;4;2;4;3;3;4;6;0;4;4;0;1;0;0;0;0;0;0;0;4;4;4;4;4;4;0;0;1;1;0;1;0;0;0;0;0;0;0;0;9;0;7;7;3;3;3;3;3;2;1;1;1;0;1;5;5;5;99;3;;;;9999;9996;9996;1;1;4;1;1;4;4;4;4;4;99;99;99;99;2;3;5;5;5;4;4;2;2;2;2;2;3;2;2;2;2;2;3;3;2;0;5;2;3;3;0;2;0;1;0;0;3;0;0;3;0;9;3;1;2;3;3;3;2;2;9;1;2;1;7;7;7;7;3;0;4;1;7;7;7;7;0;7;7;10;;0;0;24;;17;;16;;1;1;7;1;1;1;1;5;1;5;1;1;1;1;3;3;1;1;1;1;1;1;1;1;1;2;99;99;99;99;0;0;3;4;4;1;0;;0;7;7;7;7;7;5;;9996;;1;1;4;4;1;0;0;1;;6;3;1;6;6;1;99;;99;99;3;3;1;3;3;0;9997;;0;1;0;0;0;0;3;1;3;1;0;7;2;18;;1;9995;Beji Caïd Sebssi;99;12:20:00 PM;38;2;4;;5;;1;8;4;0;0;0;0;0;1;1;1;1;1;1;1;TUN23;24;2;2;5;;48;;7;.92294496;.92000002;0;0;0;0;1;0;0;0;1;0;2473163;1;Sbikha;35.93325;10.02081;PPL;6295630|6255146|TN|03|2473163;Earth|Africa|Tunisia|Gouvernorat de Kairouan|Sbikha;2;1
